modified,publisher.name,publisher.subOrganizationOf.name,contactPoint.fn,keyword
2021-11-05T13:54:47.294Z,Office of Government-wide Policy,Office of Government-wide Policy,Elizabeth Fahey,General Services Administration
2021-11-05T13:54:47.294Z,Office of Government-wide Policy,Office of Government-wide Policy,Elizabeth Fahey,RTF
2021-11-05T13:54:47.294Z,Office of Government-wide Policy,Office of Government-wide Policy,Elizabeth Fahey,building
2021-11-05T13:54:47.294Z,Office of Government-wide Policy,Office of Government-wide Policy,Elizabeth Fahey,civilian
2021-11-05T13:54:47.294Z,Office of Government-wide Policy,Office of Government-wide Policy,Elizabeth Fahey,gsa
2021-11-05T13:54:47.294Z,Office of Government-wide Policy,Office of Government-wide Policy,Elizabeth Fahey,land
2021-11-05T13:54:47.294Z,Office of Government-wide Policy,Office of Government-wide Policy,Elizabeth Fahey,office
2021-11-05T13:54:47.294Z,Office of Government-wide Policy,Office of Government-wide Policy,Elizabeth Fahey,real property
2021-11-05T13:54:47.294Z,Office of Government-wide Policy,Office of Government-wide Policy,Elizabeth Fahey,reduce the footprint
2021-11-05T13:54:47.294Z,Office of Government-wide Policy,Office of Government-wide Policy,Elizabeth Fahey,structure
2021-11-05T13:54:47.294Z,Office of Government-wide Policy,Office of Government-wide Policy,Elizabeth Fahey,warehouse
2021-11-05T13:54:47.294Z,Office of Government-wide Policy,Office of Government-wide Policy,Elizabeth Fahey,<nil>
2022-02-14T13:31:40.299Z,Federal Acquisition Service,Federal Acquisition Service,Toni Holloway,Networx
2022-02-14T13:31:40.299Z,Federal Acquisition Service,Federal Acquisition Service,Toni Holloway,Networx Telecommunications
2022-02-14T13:31:40.299Z,Federal Acquisition Service,Federal Acquisition Service,Toni Holloway,networx business volume
2022-02-14T13:31:40.299Z,Federal Acquisition Service,Federal Acquisition Service,Toni Holloway,<nil>
2023-10-06T19:08:36.619Z,Office of Government-wide Policy,Office of Government-wide Policy,Elizabeth Fahey,FRPP
2023-10-06T19:08:36.619Z,Office of Government-wide Policy,Office of Government-wide Policy,Elizabeth Fahey,Federal Real Property Profile
2023-10-06T19:08:36.619Z,Office of Government-wide Policy,Office of Government-wide Policy,Elizabeth Fahey,General Services Administration
2023-10-06T19:08:36.619Z,Office of Government-wide Policy,Office of Government-wide Policy,Elizabeth Fahey,Installation Name
2023-10-06T19:08:36.619Z,Office of Government-wide Policy,Office of Government-wide Policy,Elizabeth Fahey,building
2023-10-06T19:08:36.619Z,Office of Government-wide Policy,Office of Government-wide Policy,Elizabeth Fahey,land
2023-10-06T19:08:36.619Z,Office of Government-wide Policy,Office of Government-wide Policy,Elizabeth Fahey,real property
2023-10-06T19:08:36.619Z,Office of Government-wide Policy,Office of Government-wide Policy,Elizabeth Fahey,structure
2023-10-06T19:08:36.619Z,Office of Government-wide Policy,Office of Government-wide Policy,Elizabeth Fahey,<nil>
2021-05-26T12:11:56.111Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,Cleanliness
2021-05-26T12:11:56.111Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,Happiness
2021-05-26T12:11:56.111Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,Lighting
2021-05-26T12:11:56.111Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,Survey
2021-05-26T12:11:56.111Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,TSS
2021-05-26T12:11:56.111Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,air quality
2021-05-26T12:11:56.111Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,building
2021-05-26T12:11:56.111Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,condition
2021-05-26T12:11:56.111Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,satisfaction
2021-05-26T12:11:56.111Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,tenant
2021-05-26T12:11:56.111Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,<nil>
2021-05-25T17:00:57.825Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,Cleanliness
2021-05-25T17:00:57.825Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,Happiness
2021-05-25T17:00:57.825Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,Lighting
2021-05-25T17:00:57.825Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,Survey
2021-05-25T17:00:57.825Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,TSS
2021-05-25T17:00:57.825Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,air quality
2021-05-25T17:00:57.825Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,building
2021-05-25T17:00:57.825Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,condition
2021-05-25T17:00:57.825Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,satisfaction
2021-05-25T17:00:57.825Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,tenant
2021-05-25T17:00:57.825Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,<nil>
2021-05-25T16:58:44.930Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,Cleanliness
2021-05-25T16:58:44.930Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,Happiness
2021-05-25T16:58:44.930Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,TSS
2021-05-25T16:58:44.930Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,air quality
2021-05-25T16:58:44.930Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,bathrooms
2021-05-25T16:58:44.930Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,building
2021-05-25T16:58:44.930Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,building security
2021-05-25T16:58:44.930Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,common areas
2021-05-25T16:58:44.930Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,condition
2021-05-25T16:58:44.930Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,desk
2021-05-25T16:58:44.930Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,elevators
2021-05-25T16:58:44.930Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,satisfaction
2021-05-25T16:58:44.930Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,survey results
2021-05-25T16:58:44.930Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,tenant
2021-05-25T16:58:44.930Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,<nil>
2021-05-25T17:00:31.848Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,Cleanliness
2021-05-25T17:00:31.848Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,Happiness
2021-05-25T17:00:31.848Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,TSS
2021-05-25T17:00:31.848Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,air quality
2021-05-25T17:00:31.848Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,bathrooms
2021-05-25T17:00:31.848Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,building
2021-05-25T17:00:31.848Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,building security
2021-05-25T17:00:31.848Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,common areas
2021-05-25T17:00:31.848Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,condition
2021-05-25T17:00:31.848Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,desk
2021-05-25T17:00:31.848Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,elevators
2021-05-25T17:00:31.848Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,satisfaction
2021-05-25T17:00:31.848Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,survey results
2021-05-25T17:00:31.848Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,tenant
2021-05-25T17:00:31.848Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,<nil>
2021-05-25T17:02:44.996Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,Cleanliness
2021-05-25T17:02:44.996Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,Condition
2021-05-25T17:02:44.996Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,Happiness
2021-05-25T17:02:44.996Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,Lighting
2021-05-25T17:02:44.996Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,Survey
2021-05-25T17:02:44.996Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,TSS
2021-05-25T17:02:44.996Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,air quality
2021-05-25T17:02:44.996Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,building
2021-05-25T17:02:44.996Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,tenant
2021-05-25T17:02:44.996Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,<nil>
2021-05-25T17:01:43.444Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,Cleanliness
2021-05-25T17:01:43.444Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,Happiness
2021-05-25T17:01:43.444Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,TSS
2021-05-25T17:01:43.444Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,air quality
2021-05-25T17:01:43.444Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,bathrooms
2021-05-25T17:01:43.444Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,building
2021-05-25T17:01:43.444Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,building security
2021-05-25T17:01:43.444Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,common areas
2021-05-25T17:01:43.444Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,condition
2021-05-25T17:01:43.444Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,desk
2021-05-25T17:01:43.444Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,elevators
2021-05-25T17:01:43.444Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,satisfaction
2021-05-25T17:01:43.444Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,survey results
2021-05-25T17:01:43.444Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,<nil>
2021-05-25T17:00:04.522Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,Cleanliness
2021-05-25T17:00:04.522Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,Happiness
2021-05-25T17:00:04.522Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,Lighting
2021-05-25T17:00:04.522Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,TSS
2021-05-25T17:00:04.522Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,air quality
2021-05-25T17:00:04.522Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,building
2021-05-25T17:00:04.522Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,condition
2021-05-25T17:00:04.522Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,satisfaction
2021-05-25T17:00:04.522Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,survey
2021-05-25T17:00:04.522Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,<nil>
2021-05-25T16:59:40.968Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,Cleanliness
2021-05-25T16:59:40.968Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,Happiness
2021-05-25T16:59:40.968Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,TSS
2021-05-25T16:59:40.968Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,air quality
2021-05-25T16:59:40.968Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,bathrooms
2021-05-25T16:59:40.968Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,building
2021-05-25T16:59:40.968Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,building security
2021-05-25T16:59:40.968Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,common areas
2021-05-25T16:59:40.968Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,condition
2021-05-25T16:59:40.968Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,desk
2021-05-25T16:59:40.968Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,elevators
2021-05-25T16:59:40.968Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,satisfaction
2021-05-25T16:59:40.968Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,survey results
2021-05-25T16:59:40.968Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,tenant
2021-05-25T16:59:40.968Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,<nil>
2021-05-25T16:59:13.064Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,Cleanliness
2021-05-25T16:59:13.064Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,Happiness
2021-05-25T16:59:13.064Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,Lighting
2021-05-25T16:59:13.064Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,Survey
2021-05-25T16:59:13.064Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,TSS
2021-05-25T16:59:13.064Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,air quality
2021-05-25T16:59:13.064Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,building
2021-05-25T16:59:13.064Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,condition
2021-05-25T16:59:13.064Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,satisfaction
2021-05-25T16:59:13.064Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,tenant
2021-05-25T16:59:13.064Z,Office of Government-wide Policy,Office of Government-wide Policy,Aaron Eisenbarth,<nil>
2019-11-13,General Services Administration,,James G Parks,BOCA
2019-11-13,General Services Administration,,James G Parks,Contract Board
2019-11-13,General Services Administration,,James G Parks,December
2019-11-13,General Services Administration,,James G Parks,GSA SmartPay
2019-11-13,General Services Administration,,James G Parks,November
2019-11-13,General Services Administration,,James G Parks,October
2019-11-13,General Services Administration,,James G Parks,Purchase Card
2019-11-13,General Services Administration,,James G Parks,Transactions
2019-11-13,General Services Administration,,James G Parks,<nil>
2020-02-13,General Services Administration,,James G Parks,August
2020-02-13,General Services Administration,,James G Parks,BOCA
2020-02-13,General Services Administration,,James G Parks,Contract Board
2020-02-13,General Services Administration,,James G Parks,GSA SmartPay
2020-02-13,General Services Administration,,James G Parks,July
2020-02-13,General Services Administration,,James G Parks,Purchase Card
2020-02-13,General Services Administration,,James G Parks,September
2020-02-13,General Services Administration,,James G Parks,Transactions
2020-02-13,General Services Administration,,James G Parks,<nil>
2020-02-13,General Services Administration,,James G Parks,April
2020-02-13,General Services Administration,,James G Parks,BOCA
2020-02-13,General Services Administration,,James G Parks,Contract Board
2020-02-13,General Services Administration,,James G Parks,GSA SmartPay
2020-02-13,General Services Administration,,James G Parks,June
2020-02-13,General Services Administration,,James G Parks,May
2020-02-13,General Services Administration,,James G Parks,Purchase Card
2020-02-13,General Services Administration,,James G Parks,Transactions
2020-02-13,General Services Administration,,James G Parks,<nil>
2020-02-13,General Services Administration,,James G Parks,BOCA
2020-02-13,General Services Administration,,James G Parks,Contract Board
2020-02-13,General Services Administration,,James G Parks,February
2020-02-13,General Services Administration,,James G Parks,GSA SmartPay
2020-02-13,General Services Administration,,James G Parks,January
2020-02-13,General Services Administration,,James G Parks,March
2020-02-13,General Services Administration,,James G Parks,Purchase Card
2020-02-13,General Services Administration,,James G Parks,Transactions
2020-02-13,General Services Administration,,James G Parks,<nil>
2019-11-13,General Services Administration,,James G Parks,BOCA
2019-11-13,General Services Administration,,James G Parks,Contract Board
2019-11-13,General Services Administration,,James G Parks,December
2019-11-13,General Services Administration,,James G Parks,GSA SmartPay
2019-11-13,General Services Administration,,James G Parks,November
2019-11-13,General Services Administration,,James G Parks,October
2019-11-13,General Services Administration,,James G Parks,Purchase Card
2019-11-13,General Services Administration,,James G Parks,Transactions
2019-11-13,General Services Administration,,James G Parks,<nil>
2019-11-13,General Services Administration,,Toni L Holloway,Contract
2019-11-13,General Services Administration,,Toni L Holloway,Networx Telecommunications
2019-11-13,General Services Administration,,Toni L Holloway,Telecommunications
2019-11-13,General Services Administration,,Toni L Holloway,<nil>
2021-07-16T16:59:04.037Z,Federal Acquisition Service,General Services Administration,David Dixon,FPDS
2021-07-16T16:59:04.037Z,Federal Acquisition Service,General Services Administration,David Dixon,FY Plan
2021-07-16T16:59:04.037Z,Federal Acquisition Service,General Services Administration,David Dixon,Spend Under Management
2021-07-16T16:59:04.037Z,Federal Acquisition Service,General Services Administration,David Dixon,obligation
2021-07-16T16:59:04.037Z,Federal Acquisition Service,General Services Administration,David Dixon,<nil>
2021-07-16T17:21:58.837Z,Federal Acquisition Service,General Services Administration,David Dixon,FPDS
2021-07-16T17:21:58.837Z,Federal Acquisition Service,General Services Administration,David Dixon,obligation
2021-07-16T17:21:58.837Z,Federal Acquisition Service,General Services Administration,David Dixon,small business
2021-07-16T17:21:58.837Z,Federal Acquisition Service,General Services Administration,David Dixon,<nil>
2021-07-16T17:28:16.109Z,Federal Acquisition Service,General Services Administration,David Dixon,BIC
2021-07-16T17:28:16.109Z,Federal Acquisition Service,General Services Administration,David Dixon,Contract Reduction
2021-07-16T17:28:16.109Z,Federal Acquisition Service,General Services Administration,David Dixon,Cost Avoidance
2021-07-16T17:28:16.109Z,Federal Acquisition Service,General Services Administration,David Dixon,FPDS
2021-07-16T17:28:16.109Z,Federal Acquisition Service,General Services Administration,David Dixon,KPI
2021-07-16T17:28:16.109Z,Federal Acquisition Service,General Services Administration,David Dixon,Small Business
2021-07-16T17:28:16.109Z,Federal Acquisition Service,General Services Administration,David Dixon,Spend Under Management
2021-07-16T17:28:16.109Z,Federal Acquisition Service,General Services Administration,David Dixon,obligation
2021-07-16T17:28:16.109Z,Federal Acquisition Service,General Services Administration,David Dixon,opm
2021-07-16T17:28:16.109Z,Federal Acquisition Service,General Services Administration,David Dixon,<nil>
2021-07-16T17:33:04.719Z,Federal Acquisition Service,General Services Administration,David Dixon,FPDS
2021-07-16T17:33:04.719Z,Federal Acquisition Service,General Services Administration,David Dixon,Spend Under Management
2021-07-16T17:33:04.719Z,Federal Acquisition Service,General Services Administration,David Dixon,obligation
2021-07-16T17:33:04.719Z,Federal Acquisition Service,General Services Administration,David Dixon,<nil>
2021-07-19T15:17:10.739Z,Federal Acquisition Service,Federal Acquisition Service,David Dixon,FPDS
2021-07-19T15:17:10.739Z,Federal Acquisition Service,Federal Acquisition Service,David Dixon,Spend Under Management
2021-07-19T15:17:10.739Z,Federal Acquisition Service,Federal Acquisition Service,David Dixon,obligation
2021-07-19T15:17:10.739Z,Federal Acquisition Service,Federal Acquisition Service,David Dixon,<nil>
2021-07-29T16:44:06.857Z,Federal Acquisition Service,General Services Administration,Stephanie Fultz,Commercial Platforms
2021-07-29T16:44:06.857Z,Federal Acquisition Service,General Services Administration,Stephanie Fultz,Micropurchase
2021-07-29T16:44:06.857Z,Federal Acquisition Service,General Services Administration,Stephanie Fultz,<nil>
2021-07-29T17:02:19.398Z,Federal Acquisition Service,General Services Administration,David Dixon,FPDS
2021-07-29T17:02:19.398Z,Federal Acquisition Service,General Services Administration,David Dixon,obligation
2021-07-29T17:02:19.398Z,Federal Acquisition Service,General Services Administration,David Dixon,small business
2021-07-29T17:02:19.398Z,Federal Acquisition Service,General Services Administration,David Dixon,<nil>
2021-07-29T17:13:11.279Z,Federal Acquisition Service,General Services Administration,David Dixon,FPDS
2021-07-29T17:13:11.279Z,Federal Acquisition Service,General Services Administration,David Dixon,obligation
2021-07-29T17:13:11.279Z,Federal Acquisition Service,General Services Administration,David Dixon,small business
2021-07-29T17:13:11.279Z,Federal Acquisition Service,General Services Administration,David Dixon,<nil>
2021-07-29T17:30:05.935Z,Federal Acquisition Service,General Services Administration,Bart Bates,FPDS Link
2021-07-29T17:30:05.935Z,Federal Acquisition Service,General Services Administration,Bart Bates,Federal Agency
2021-07-29T17:30:05.935Z,Federal Acquisition Service,General Services Administration,Bart Bates,Industry Partner
2021-07-29T17:30:05.935Z,Federal Acquisition Service,General Services Administration,Bart Bates,<nil>
2021-07-29T17:24:44.185Z,Federal Acquisition Service,General Services Administration,Bart Bates,Contract Family
2021-07-29T17:24:44.185Z,Federal Acquisition Service,General Services Administration,Bart Bates,FPDS Link
2021-07-29T17:24:44.185Z,Federal Acquisition Service,General Services Administration,Bart Bates,Federal Agency
2021-07-29T17:24:44.185Z,Federal Acquisition Service,General Services Administration,Bart Bates,Industry Partner
2021-07-29T17:24:44.185Z,Federal Acquisition Service,General Services Administration,Bart Bates,<nil>
2022-02-14T13:32:52.922Z,Federal Acquisition Service,Federal Acquisition Service,Toni Holloway,Networx
2022-02-14T13:32:52.922Z,Federal Acquisition Service,Federal Acquisition Service,Toni Holloway,billing
2022-02-14T13:32:52.922Z,Federal Acquisition Service,Federal Acquisition Service,Toni Holloway,networx business volume
2022-02-14T13:32:52.922Z,Federal Acquisition Service,Federal Acquisition Service,Toni Holloway,telecommunications
2022-02-14T13:32:52.922Z,Federal Acquisition Service,Federal Acquisition Service,Toni Holloway,<nil>
2021-10-14T13:14:22.859Z,Office of Human Resources Management,Office of Human Resources Management,Steve Krauss,Synthetic
2021-10-14T13:14:22.859Z,Office of Human Resources Management,Office of Human Resources Management,Steve Krauss,data
2021-10-14T13:14:22.859Z,Office of Human Resources Management,Office of Human Resources Management,Steve Krauss,fictitious
2021-10-14T13:14:22.859Z,Office of Human Resources Management,Office of Human Resources Management,Steve Krauss,golden data
2021-10-14T13:14:22.859Z,Office of Human Resources Management,Office of Human Resources Management,Steve Krauss,hr
2021-10-14T13:14:22.859Z,Office of Human Resources Management,Office of Human Resources Management,Steve Krauss,human resources
2021-10-14T13:14:22.859Z,Office of Human Resources Management,Office of Human Resources Management,Steve Krauss,non-PII
2021-10-14T13:14:22.859Z,Office of Human Resources Management,Office of Human Resources Management,Steve Krauss,scenario
2021-10-14T13:14:22.859Z,Office of Human Resources Management,Office of Human Resources Management,Steve Krauss,test
2021-10-14T13:14:22.859Z,Office of Human Resources Management,Office of Human Resources Management,Steve Krauss,<nil>
2022-02-14T13:30:33.187Z,Federal Acquisition Service,Federal Acquisition Service,Toni Holloway,Networx
2022-02-14T13:30:33.187Z,Federal Acquisition Service,Federal Acquisition Service,Toni Holloway,Networx Telecommunications
2022-02-14T13:30:33.187Z,Federal Acquisition Service,Federal Acquisition Service,Toni Holloway,billing
2022-02-14T13:30:33.187Z,Federal Acquisition Service,Federal Acquisition Service,Toni Holloway,networx business volume
2022-02-14T13:30:33.187Z,Federal Acquisition Service,Federal Acquisition Service,Toni Holloway,<nil>
2018-11-15,General Services Administration,,Nancy V Hexmoor,april
2018-11-15,General Services Administration,,Nancy V Hexmoor,june
2018-11-15,General Services Administration,,Nancy V Hexmoor,may
2018-11-15,General Services Administration,,Nancy V Hexmoor,purchase card
2018-11-15,General Services Administration,,Nancy V Hexmoor,transactions
2018-11-15,General Services Administration,,Nancy V Hexmoor,<nil>
2018-11-15,General Services Administration,,James G Parks,BOCA
2018-11-15,General Services Administration,,James G Parks,Contract Board
2018-11-15,General Services Administration,,James G Parks,GSA SmartPay
2018-11-15,General Services Administration,,James G Parks,Purchase Card
2018-11-15,General Services Administration,,James G Parks,Transactions
2018-11-15,General Services Administration,,James G Parks,<nil>
2018-11-15,General Services Administration,,Toni L Holloway,Contract
2018-11-15,General Services Administration,,Toni L Holloway,Networx Telecommunications
2018-11-15,General Services Administration,,Toni L Holloway,Telecommunications
2018-11-15,General Services Administration,,Toni L Holloway,<nil>
2018-11-15,General Services Administration,,Nancy V Hexmoor,August
2018-11-15,General Services Administration,,Nancy V Hexmoor,July
2018-11-15,General Services Administration,,Nancy V Hexmoor,September
2018-11-15,General Services Administration,,Nancy V Hexmoor,purchase card
2018-11-15,General Services Administration,,Nancy V Hexmoor,transactions
2018-11-15,General Services Administration,,Nancy V Hexmoor,<nil>
2018-11-15,General Services Administration,,James G Parks,BOCA
2018-11-15,General Services Administration,,James G Parks,Contract Board
2018-11-15,General Services Administration,,James G Parks,GSA SmartPay
2018-11-15,General Services Administration,,James G Parks,Purchase Card
2018-11-15,General Services Administration,,James G Parks,Transactions
2018-11-15,General Services Administration,,James G Parks,august
2018-11-15,General Services Administration,,James G Parks,july
2018-11-15,General Services Administration,,James G Parks,september
2018-11-15,General Services Administration,,James G Parks,<nil>
2018-02-28,General Services Administration,,Monica Fitzgerald,CIO
2018-02-28,General Services Administration,,Monica Fitzgerald,GSA
2018-02-28,General Services Administration,,Monica Fitzgerald,GSA CIO
2018-02-28,General Services Administration,,Monica Fitzgerald,IT Leadership
2018-02-28,General Services Administration,,Monica Fitzgerald,IT Leadership Directory
2018-02-28,General Services Administration,,Monica Fitzgerald,<nil>
2018-02-09,General Services Administration,,Monica Fitzgerald,CIO
2018-02-09,General Services Administration,,Monica Fitzgerald,CIO Governance
2018-02-09,General Services Administration,,Monica Fitzgerald,CIO Membership
2018-02-09,General Services Administration,,Monica Fitzgerald,GSA
2018-02-09,General Services Administration,,Monica Fitzgerald,Governance Board
2018-02-09,General Services Administration,,Monica Fitzgerald,Governance Board Membership
2018-02-09,General Services Administration,,Monica Fitzgerald,<nil>
2017-03-27,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,Air Force
2017-03-27,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,Army
2017-03-27,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,Corps of Engineers
2017-03-27,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,Department of Defense
2017-03-27,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,DoD
2017-03-27,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,FRPP
2017-03-27,Office of Governmentwide Policy,General Services Administration,Chris Coneeney,Federal Real Property Profile
